fid,OBJECTID,SITE_ID,DEFAULT_SI,DEFAULT__1,DEFAULT__2,OTHER_SITE,AWRC_REF,AQWAB_REF,BOM_REF,TEXT_REF,WIN_SITE_I,SITE_TYPE_,SITE_TYPE,SITE_SUBTY,SITE_SUB_1,SITE_GEO_F,SITE_GEO_1,SITE_CATEG,SITE_CAT_1,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID,POSITION_A,CATCH_AREA,SITE_OWNER,OWN_DATA,DEPARTMENT,CURRENTLY_,CURRENTL_1,PUBLISH_EX,INFRA_OWNE,OWN_ASSET,COMMENCE,CEASE,INFRA_COMM,INFRA_CEAS,INFRA_STAT,STATUS_CUR,DISCRETE_S,DISCRETE_E,DISCRETE_F,DISCRETE_L,TS_START,TS_END,TS_FIRST_A,TS_LAST_AV,TS_DATA_MA,TS_DATA__1,DATA_CATEG,VARIABLE_T,PROJECTS,ROUTES,PUB_URL,SITE_DOCS_,SITE_DOC_1,WRL_DRAWPO,WRL_LICENS,TOT_CONSTR,DRILLED_DE,DATE_DRILL,AHD_DATUM,AQUIFERS,AQUIFERS_R,BORE_INLET,CONSTRUCTI,GEOPHYSICA,SUMMARY_LO,LITHOLOGY_,WATER_SUPP,WATER_LEVE,TDS_COND,CATCHMENT,CATCHMENT_,DEPARTME_1,DEPARTME_2,ESTUARY,ESTUARY_ID,GEOGRAPHIC,GEOGRAPH_1,GROUNDWATE,GROUNDWA_1,GROUNDWA_2,GROUNDWA_3,GROUNDWA_4,GROUNDWA_5,LOCAL_GOVT,LOCAL_GO_1,LOCALITY,LOCALITY_I,RAINFALL_D,RAINFALL_1,BASIN,RIVER_BASI,RIVER_BA_1,MAP_SHEET_,MAP_SHEE_1,MINING_TEN,MINING_T_1,SURFACEWAT,SURFACEW_1,SURFACEW_2,SURFACEW_3,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD,SITE_COMME,DEFAULT__3,PURPOSE_CU,PURPOSE_HI,OTHER_SI_1,DISCRETE_1,STATUS_HIS,TIMEDATE,STAGELAST,STAGEPREVI,TENDENCY
47195,"54120","61402254","61402254",Murray River Catchment 614 - 34,"34","20019625 [WIN_ID]; 2033-1-NW-0038 [AQWAB]; 61402254 [SITE_REF]","61402254",2033-1-NW-0038,,,"20019625",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385556.999999999941792,6446131.000000000000000,-32.115381309999997,115.786907780000007,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,,,,,,,,,(),None,"BOREH; PROJINF; SITEINF",,WA-G-UNKNOWN,,,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402254,His,,,,,Unknown,,,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Smart Park,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,42249600000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,102ft seasonal variation. Swl originally recorded as: approx 45ft.,AWRC,,,Murray River Catchment 614 - 34,,Unknown,,,,
47197,"54122","61402256","61402256",Murray River Catchment 614 - 38,"38","20019629 [WIN_ID]; 2033-1-NW-0042 [AQWAB]; 61402256 [SITE_REF]","61402256",2033-1-NW-0042,,,"20019629",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386355.000000000058208,6445343.000000000000000,-32.122569570000003,115.795271619999994,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402256/61402256.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402256,His,,,,"25.91",Unknown,,,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",YANGEBUP,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,42336000000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"12ft sand then limestone; market gardening area",AWRC,,,Murray River Catchment 614 - 38,-2208988800000.000000000000000,Unknown,,,,
47207,"54132","61402265","61402265",Murray River Catchment 614 - 43,"43","20019643 [WIN_ID]; 2033-1-NW-0056 [AQWAB]; 61402265 [SITE_REF]","61402265",2033-1-NW-0056,,,"20019643",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384250.000000000000000,6446602.999999999068677,-32.110990590000000,115.773113190000004,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402265/61402265.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402265,His,,,,"21.95",Unknown,,,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,47088000000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Market gardening; bare ground upslope.",AWRC,,,Murray River Catchment 614 - 43,-2208988800000.000000000000000,Unknown,,,,
47208,"54133","61402266","61402266",Murray River Catchment 614 - 44,"44","20019644 [WIN_ID]; 2033-1-NW-0057 [AQWAB]; 61402266 [SITE_REF]","61402266",2033-1-NW-0057,,,"20019644",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384510.000000000000000,6446547.000000000000000,-32.111522350000001,115.775861789999993,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402266/61402266.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402266,His,,,,"11.28",Unknown,,,,,Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,47088000000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,,AWRC,,,Murray River Catchment 614 - 44,-2208988800000.000000000000000,Unknown,,,,
47209,"54134","61402267","61402267",Murray River Catchment 614 - 46,"46","20019645 [WIN_ID]; 2033-1-NW-0058 [AQWAB]; 61402267 [SITE_REF]","61402267",2033-1-NW-0058,,,"20019645",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",383980.000000000000000,6447154.000000000000000,-32.105993009999999,115.770318520000004,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402267/61402267.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402267,His,,,,,Unknown,,,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,47088000000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Swl originally recorded as: 50ft app.,AWRC,,,Murray River Catchment 614 - 46,-2208988800000.000000000000000,Unknown,,,,
47210,"54135","61402268","61402268",Murray River Catchment 614 - 47,"47","20019646 [WIN_ID]; 2033-1-NW-0059 [AQWAB]; 61402268 [SITE_REF]","61402268",2033-1-NW-0059,,,"20019646",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384128.000000000000000,6447402.999999999068677,-32.103762330000002,115.771916930000003,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,PRV,Private,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402268/61402268.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402268,His,,,,"5.18",Unknown,,,,,No,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,47088000000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Less than 1ft season variation; veg.Market gardening",AWRC,,,Murray River Catchment 614 - 47,-2208988800000.000000000000000,Unknown,,,,
47222,"54147","61402279","61402279",Murray River Catchment 614 - Nazareth House,Nazareth House,"20019658 [WIN_ID]; 2033-1-NW-0071 [AQWAB]; 61402279 [SITE_REF]","61402279",2033-1-NW-0071,,,"20019658",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385736.000000000000000,6450678.000000000000000,-32.074386820000001,115.789345949999998,GDA94,+/-100m,,OWN_OTH,Other,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,15552000000.000000000000000,15552000000.000000000000000,30/06/1970,30/06/1970,,,,,(),None,"BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402279/61402279.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402279,His,,,,"62.48",30/06/1970,"GL      : 51.010 mAHD; effective 30/06/1970",,,,Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Swan-Avon,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Fremantle South,CITY86EC,CITY OF FREMANTLE,"3537861",HILTON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,44064000000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Elevation orig. Recorded as : approx 165c lwf. 7500 gph for 12ft dd. 9200 gph for 15ft dd.,AWRC,,,Murray River Catchment 614 - Nazareth House,15552000000.000000000000000,Unknown,,,,
47224,"54149","61402280","61402280",Murray River Catchment 614 - Hamilton Hill No1,Hamilton Hill No1,"20019659 [WIN_ID]; 2033-1-NW-0072 [AQWAB]; 61402280 [SITE_REF]","61402280",2033-1-NW-0072,,,"20019659",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386160.999999999941792,6449585.000000000000000,-32.084288340000001,115.793718650000002,GDA94,+/-100m,,OWN_GOV,Government Other,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-236908800000.000000000000000,-236908800000.000000000000000,30/06/1962,30/06/1962,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402280/61402280.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402280,His,,,,"59.44",30/06/1962,"GL      : 52.540 mAHD; effective 30/06/1962",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Cockburn,CITY13EC,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,44064000000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Elevation originally recorded as: 170ft c lwf. Bottom 15ft open hole; depth to lead packer 178ft, 13000 gph for 10ft dd.",AWRC,,,Murray River Catchment 614 - Hamilton Hill No1,-236908800000.000000000000000,Unknown,,,,
47225,"54150","61402281","61402281",Samson - Sisters Of Joseph 1,Sisters Of Joseph 1,"20019661 [WIN_ID]; 2033-1-NW-0074 [AQWAB]; 61402281 [SITE_REF]","61402281",2033-1-NW-0074,,,"20019661",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386290.000000000000000,6450858.000000000000000,-32.072819230000000,115.795235919999996,GDA94,Unknown,,OWN_OTH,Other,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-47520000000.000000000000000,-47520000000.000000000000000,30/06/1968,30/06/1968,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402281/61402281.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402281,His,,,,"50.29",30/06/1968,"GL      : 47.960 mAHD; effective 30/06/1968",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Swan-Avon,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Fremantle South,CITY86EC,CITY OF FREMANTLE,"3537861",SAMSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,44064000000.000000000000000,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Note: have to pick up salinity reading. Elevation originally recorded as: 155ft c lwf.,AWRC,,,Samson - Sisters Of Joseph 1,-47520000000.000000000000000,Unknown,,,,
47226,"54151","61402282","61402282",Murray River Catchment 614 - No1,No1,"20019666 [WIN_ID]; 2033-1-NW-0079 [AQWAB]; 61402282 [SITE_REF]","61402282",2033-1-NW-0079,,,"20019666",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384331.000000000058208,6453032.000000000000000,-32.053011310000002,115.774745620000004,GDA94,+/-100m,,OWN_OTH,Other,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,513993600000.000000000000000,01/01/1900,16/04/1986,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402282/61402282.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402282,His,,,,"44.2",Unknown,"GL      : 37.300 mAHD; effective date unknown",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Swan-Avon,,,,,,Perth,PERT39D2,Perth,PERTA1AC,City of Fremantle South,CITY86EC,CITY OF FREMANTLE,"3537861",FREMANTLE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,46569600000.000007629394531,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Bore 2m away: 776 mg/L (24/2/86). Water alkaline. Elevation orig. Recorded as: 120ftc lwf.,AWRC,,,Murray River Catchment 614 - No1,513993600000.000000000000000,Unknown,,,,
47227,"54152","61402283","61402283",Murray River Catchment 614 - No1,No1,"20019670 [WIN_ID]; 2033-1-NW-0083 [AQWAB]; 61402283 [SITE_REF]","61402283",2033-1-NW-0083,,,"20019670",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385004.999999999941792,6449053.000000000000000,-32.088969620000000,115.781407830000006,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-47520000000.000000000000000,56851200000.000007629394531,30/06/1968,21/10/1971,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Inorganic metals; Inorganic non-metals; Nutrients; Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402283/61402283.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402283,His,,,,"16.76",30/06/1968,"GL      : 15.960 mAHD; effective 30/06/1968",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Elevation originally recorded as: 50ftc lwf. Sample no 20364, chem no. 236.",AWRC,,,Murray River Catchment 614 - No1,56851200000.000007629394531,Unknown,,,,
47228,"54153","61402284","61402284",Murray River Catchment 614 - No2,No2,"20019671 [WIN_ID]; 2033-1-NW-0084 [AQWAB]; 61402284 [SITE_REF]","61402284",2033-1-NW-0084,,,"20019671",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384880.000000000000000,6448936.000000000000000,-32.090012180000002,115.780069440000005,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402284/61402284.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402284,His,,,,"11.58",Unknown,"GL      : 11.390 mAHD; effective date unknown",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Elevation originally recorded as: 35ftc lwf and supply originally recorded as: 12000+ gph. Swl originally recorded as: 8-9ft.,AWRC,,,Murray River Catchment 614 - No2,-2208988800000.000000000000000,Unknown,,,,
47229,"54154","61402285","61402285",Murray River Catchment 614 - No4,No4,"20019672 [WIN_ID]; 2033-1-NW-0085 [AQWAB]; 61402285 [SITE_REF]","61402285",2033-1-NW-0085,,,"20019672",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384859.000000000058208,6449071.000000000000000,-32.088792380000001,115.779863129999995,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-552441600000.000000000000000,-552441600000.000000000000000,30/06/1952,30/06/1952,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402285/61402285.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402285,His,,,,"20.73",30/06/1952,"GL      : 19.010 mAHD; effective 30/06/1952",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Early Learning Centre Hamiliton Hill,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Set in layer of sand limestone; drawdown 2ft. Elevation originally recorded as: 60ftc lwf. Supply originally recorded as: 12000 to 35000 gph.",AWRC,,,Murray River Catchment 614 - No4,-552441600000.000000000000000,Unknown,,,,
47230,"54155","61402286","61402286",Murray River Catchment 614 - No5,No5,"20019673 [WIN_ID]; 2033-1-NW-0086 [AQWAB]; 61402286 [SITE_REF]","61402286",2033-1-NW-0086,,,"20019673",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384644.999999999941792,6448889.000000000000000,-32.090412100000002,115.777573959999998,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988800000.000000000000000,-2208988800000.000000000000000,01/01/1900,01/01/1900,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402286/61402286.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402286,His,,,,"19.81",Unknown,"GL      : 19.010 mAHD; effective date unknown",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HAMILTON HILL,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Elevation originally recorded as: 60ftc lwf.,AWRC,,,Murray River Catchment 614 - No5,-2208988800000.000000000000000,Unknown,,,,
47231,"54156","61402287","61402287",Murray River Catchment 614 - No6,No6,"20019674 [WIN_ID]; 2033-1-NW-0087 [AQWAB]; 61402287 [SITE_REF]","61402287",2033-1-NW-0087,,,"20019674",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384328.000000000000000,6448137.000000000000000,-32.097162429999997,115.774124729999997,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-2208988680000.000000000000000,-205372800000.000000000000000,01/01/1900,30/06/1963,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402287/61402287.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402287,His,,,,"9.75",30/06/1963,"GL      : 11.390 mAHD; effective 30/06/1963",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",SPEARWOOD,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,Sand layer. Limestone. Elevation orig. Recorded as: 35ftc lwf.,AWRC,,,Murray River Catchment 614 - No6,-205372800000.000000000000000,Unknown,,,,
47232,"54157","61402288","61402288",Murray River Catchment 614 - No7,No7,"20019675 [WIN_ID]; 2033-1-NW-0088 [AQWAB]; 61402288 [SITE_REF]","61402288",2033-1-NW-0088,,,"20019675",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384324.000000000000000,6447145.000000000000000,-32.106109519999997,115.773962760000003,GDA94,+/-100m,,OWN_PRV,Private,No,No,No,Yes,NON,None or unknown,,,,,UNK,Unknown,-741830400000.000122070312500,-741830400000.000122070312500,30/06/1946,30/06/1946,,,,,(),None,"BOREH; DISCWL; PROJINF; SITEINF",Water level (discrete),WA-G-PRE1996AQWADATA,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61402288/61402288.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61402288,His,,,,"8.23",30/06/1946,"GL      : 5.290 mAHD; effective 30/06/1946",,,,Yes,No,No,No,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Santorini Park,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,53740799999.999992370605469,"0",ADMINGOB,1528243200000.000000000000000,"1008",SVR,"Depth originally recorded as: 11ft well, spear 16ft. Small sand layer few feet. Limestone. Elevation originally recorded as: 15ftc lwf.",AWRC,,,Murray River Catchment 614 - No7,-741830400000.000122070312500,Unknown,,,,
